numdate,polarity
2021-08-03,0.1420994
2021-08-04,0.11909289999999999
2021-08-05,0.126139
2021-08-06,0.0801873
2021-08-07,0.0936762
2021-08-08,0.0831432
2021-08-09,0.0777298
2021-08-10,0.087009
2021-08-11,0.14975429999999998
2021-08-12,0.041805699999999994
2021-08-13,0.12025910000000001
2021-08-14,0.08241369999999999
2021-08-15,0.12083540000000001
2021-08-16,0.10145139999999998
2021-08-17,0.1143846
2021-08-18,0.1269597
2021-08-19,0.11310150000000001
2021-08-20,0.0915413
2021-08-21,0.0519962
2021-08-22,0.18503050000000001
2021-08-23,0.11033319999999999
2021-08-24,0.0907686
2021-08-25,0.10161150000000001
2021-08-26,0.110101
2021-08-27,0.1299531
2021-08-28,0.10642280000000001
2021-08-29,0.1156645
2021-08-30,0.1412531
2021-09-01,0.15765710000000002
2021-09-02,0.11344000000000001
2021-09-03,0.105575
2021-09-04,0.08392619999999999
2021-09-05,0.0913594
2021-09-06,0.08021299999999999
2021-09-07,0.1330718
2021-09-08,0.11111489999999999
2021-09-09,0.0916166
2021-09-10,0.0850588
2021-09-11,0.1435277
2021-09-12,0.1190515
2021-09-13,0.0869812
2021-09-14,0.10937100000000001
2021-09-15,0.1164015
2021-09-16,0.0920622
2021-09-17,0.0716929
2021-09-18,0.10259539999999999
2021-09-19,0.1267818
2021-09-20,0.1137779
2021-09-21,0.1034866
2021-09-22,0.1034962
2021-09-23,0.11062319999999999
2021-09-24,0.1033513
2021-09-25,0.0604894
2021-09-26,0.1331496
2021-09-27,0.0852943
2021-09-28,0.13307850000000002
2021-09-29,0.1065961
2021-09-30,0.1279748
2021-10-01,0.0937414
2021-10-02,0.1587792
2021-10-03,0.12959310000000002
2021-10-04,0.105929
2021-10-05,0.0872313
2021-10-06,0.07421080000000001
2021-10-07,0.1050018
2021-10-08,0.0868447
2021-10-09,0.0962107
2021-10-10,0.1349098
2021-10-11,0.1026454
2021-10-12,0.0965048
2021-10-13,0.1151265
2021-10-14,0.13943270000000002
2021-10-15,0.1023033
2021-10-16,0.1727317
2021-10-17,0.1089144
2021-10-18,0.1210424
2021-10-19,0.13975839999999998
2021-10-20,0.1032295
2021-10-21,0.0746964
2021-10-22,0.1100472
2021-10-23,0.1267914
2021-10-24,0.1220048
2021-10-25,0.0875427
2021-10-26,0.08879930000000001
2021-10-27,0.10558010000000001
2021-10-28,0.0916558
2021-10-29,0.11500619999999999
2021-10-30,0.10531010000000002
2021-10-31,0.15263
2021-11-01,0.08586139999999999
2021-11-02,0.10193580000000001
2021-11-03,0.11955879999999999
2021-11-04,0.10151339999999999
2021-11-05,0.07992769999999999
2021-11-06,0.10554389999999998
2021-11-07,0.1129945
2021-11-08,0.12083310000000001
2021-11-09,0.11639189999999999
2021-11-10,0.09579299999999999
2021-11-11,0.09851439999999999
2021-11-12,0.0892575
2021-11-13,0.1301468
2021-11-14,0.1019894
2021-11-15,0.0878119
2021-11-16,0.1018986
2021-11-17,0.1315417
2021-11-18,0.1306182
2021-11-19,0.1022547
2021-11-20,0.0784605
2021-11-21,0.09884730000000001
