Date,Close,first diff
2000-10-19,15.52884578704834,-0.4326925277709961
2000-10-20,15.384614944458008,-0.14423084259033203
2000-10-23,14.90384578704834,-0.48076915740966797
2000-10-24,14.423076629638672,-0.48076915740966797
2000-10-25,13.65384578704834,-0.769230842590332
2000-10-26,14.038461685180664,0.3846158981323242
2000-10-27,14.615385055541992,0.5769233703613281
2000-10-30,14.423076629638672,-0.1923084259033203
2000-10-31,15.240385055541992,0.8173084259033203
2000-11-01,15.52884578704834,0.28846073150634766
2000-11-02,15.240385055541992,-0.28846073150634766
2000-11-03,15.673076629638672,0.4326915740966797
2000-11-06,16.490385055541992,0.8173084259033203
2000-11-07,16.25,-0.2403850555419922
2000-11-08,15.769230842590332,-0.48076915740966797
2000-11-09,15.576923370361328,-0.1923074722290039
2000-11-10,15.288461685180664,-0.28846168518066406
2000-11-13,14.90384578704834,-0.3846158981323242
2000-11-14,15.81730842590332,0.9134626388549805
2000-11-15,15.673076629638672,-0.14423179626464844
2000-11-16,16.153846740722656,0.4807701110839844
2000-11-17,16.05769157409668,-0.09615516662597656
2000-11-20,15.72115421295166,-0.33653736114501953
2000-11-21,15.52884578704834,-0.1923084259033203
2000-11-22,14.80769157409668,-0.7211542129516602
2000-11-24,15.288461685180664,0.4807701110839844
2000-11-27,15.0,-0.28846168518066406
2000-11-28,14.230769157409668,-0.769230842590332
2000-11-29,13.365385055541992,-0.8653841018676758
2000-11-30,13.02884578704834,-0.33653926849365234
2000-12-01,13.65384578704834,0.625
2000-12-04,14.038461685180664,0.3846158981323242
2000-12-05,14.134614944458008,0.09615325927734375
2000-12-06,14.086538314819336,-0.048076629638671875
2000-12-07,13.990385055541992,-0.09615325927734375
2000-12-08,13.94230842590332,-0.048076629638671875
2000-12-11,13.55769157409668,-0.3846168518066406
2000-12-12,13.798076629638672,0.2403850555419922
2000-12-13,13.894230842590332,0.09615421295166016
2000-12-14,13.75,-0.14423084259033203
2000-12-15,13.605769157409668,-0.14423084259033203
2000-12-18,13.173076629638672,-0.4326925277709961
2000-12-19,12.30769157409668,-0.8653850555419922
2000-12-20,11.68269157409668,-0.625
2000-12-21,11.44230842590332,-0.24038314819335938
2000-12-22,11.490385055541992,0.048076629638671875
2000-12-26,11.634614944458008,0.14422988891601562
2000-12-27,11.490385055541992,-0.14422988891601562
2000-12-28,11.68269157409668,0.1923065185546875
2000-12-29,11.730769157409668,0.04807758331298828
2001-01-02,11.68269157409668,-0.04807758331298828
2001-01-03,11.826923370361328,0.14423179626464844
2001-01-04,12.259614944458008,0.4326915740966797
2001-01-05,12.06730842590332,-0.1923065185546875
2001-01-08,12.019230842590332,-0.04807758331298828
2001-01-09,12.115385055541992,0.09615421295166016
2001-01-10,12.163461685180664,0.048076629638671875
2001-01-11,11.586538314819336,-0.5769233703613281
2001-01-12,11.44230842590332,-0.14422988891601562
2001-01-16,11.05769157409668,-0.3846168518066406
2001-01-17,11.634614944458008,0.5769233703613281
2001-01-18,11.490385055541992,-0.14422988891601562
2001-01-19,11.68269157409668,0.1923065185546875
2001-01-22,11.634614944458008,-0.048076629638671875
2001-01-23,11.538461685180664,-0.09615325927734375
2001-01-24,11.44230842590332,-0.09615325927734375
2001-01-25,11.538461685180664,0.09615325927734375
2001-01-26,11.44230842590332,-0.09615325927734375
2001-01-29,11.469230651855469,0.026922225952148438
2001-01-30,11.15384578704834,-0.3153848648071289
2001-01-31,11.038461685180664,-0.11538410186767578
2001-02-01,11.115385055541992,0.07692337036132812
2001-02-02,11.0,-0.11538505554199219
2001-02-05,11.038461685180664,0.03846168518066406
2001-02-06,10.84615421295166,-0.1923074722290039
2001-02-07,10.769230842590332,-0.07692337036132812
2001-02-08,10.80769157409668,0.038460731506347656
2001-02-09,11.538461685180664,0.7307701110839844
2001-02-12,12.176922798156738,0.6384611129760742
2001-02-13,12.0,-0.17692279815673828
2001-02-14,11.723076820373535,-0.27692317962646484
2001-02-15,11.823077201843262,0.10000038146972656
2001-02-16,11.899999618530273,0.07692241668701172
2001-02-20,12.753846168518066,0.853846549987793
2001-02-21,12.223076820373535,-0.5307693481445312
2001-02-22,12.15384578704834,-0.06923103332519531
2001-02-23,12.699999809265137,0.5461540222167969
2001-02-26,12.923076629638672,0.22307682037353516
2001-02-27,12.84615421295166,-0.07692241668701172
2001-02-28,12.34615421295166,-0.5
2001-03-01,11.830768585205078,-0.515385627746582
2001-03-02,11.584614753723145,-0.2461538314819336
2001-03-05,12.130768775939941,0.5461540222167969
2001-03-06,12.276923179626465,0.14615440368652344
2001-03-07,12.269230842590332,-0.0076923370361328125
2001-03-08,12.069231033325195,-0.19999980926513672
2001-03-09,11.538461685180664,-0.5307693481445312
2001-03-12,11.230769157409668,-0.3076925277709961
2001-03-13,11.300000190734863,0.06923103332519531
2001-03-14,11.30769157409668,0.007691383361816406
2001-03-15,11.115385055541992,-0.1923065185546875
2001-03-16,11.076923370361328,-0.03846168518066406
2001-03-19,11.461538314819336,0.3846149444580078
2001-03-20,11.269230842590332,-0.1923074722290039
2001-03-21,11.530769348144531,0.2615385055541992
2001-03-22,11.384614944458008,-0.14615440368652344
2001-03-23,11.30769157409668,-0.07692337036132812
2001-03-26,11.269230842590332,-0.038460731506347656
2001-03-27,11.0,-0.26923084259033203
2001-03-28,11.269230842590332,0.26923084259033203
2001-03-29,11.538461685180664,0.26923084259033203
2001-03-30,11.984615325927734,0.4461536407470703
2001-04-02,12.130768775939941,0.14615345001220703
2001-04-03,11.923076629638672,-0.20769214630126953
2001-04-04,11.538461685180664,-0.3846149444580078
2001-04-05,11.923076629638672,0.3846149444580078
2001-04-06,11.453845977783203,-0.46923065185546875
2001-04-09,11.30769157409668,-0.14615440368652344
2001-04-10,11.323077201843262,0.015385627746582031
2001-04-11,11.15384578704834,-0.16923141479492188
2001-04-12,11.230769157409668,0.07692337036132812
2001-04-16,11.19230842590332,-0.038460731506347656
2001-04-17,11.44615364074707,0.25384521484375
