DATE,SPASTT01USQ661N
2013-04-01,86.591681445021
2013-07-01,89.1859284779161
2013-10-01,93.9694792446657
2014-01-01,96.2946174010108
2014-04-01,100.10534894477
2014-07-01,102.264557439994
2014-10-01,100.56960858551
2015-01-01,101.702800464978
2015-04-01,103.806282818132
2015-07-01,97.8527016018066
2015-10-01,96.6382151150838
2016-01-01,90.5479565598332
2016-04-01,97.0662293491327
2016-07-01,100.425782066453
2016-10-01,100.916577965321
2017-01-01,106.598646432302
2017-04-01,108.529455792857
2017-07-01,111.666416133171
2017-10-01,116.875233850775
2018-01-01,120.604670787279
2018-04-01,118.101583605837
2018-07-01,121.024099761345
2018-10-01,113.901018820607
2019-01-01,115.557536929496
2019-04-01,119.951254454774
2019-07-01,121.15765518755
2019-10-01,125.252761761065
2020-01-01,120.018937522566
2020-04-01,106.875279118509
2020-07-01,118.49263439327
2020-10-01,128.104379278679
2021-01-01,142.047840502728
2021-04-01,153.003475157145
2021-07-01,155.504564314446
