numdate,polarity
17dec2021,.0849049
18dec2021,.1286571
19dec2021,.1391475
20dec2021,.0764474
21dec2021,.1001321
22dec2021,.0997189
23dec2021,.0900641
24dec2021,.1011159
25dec2021,.0983876
26dec2021,.1423024
27dec2021,.1198177
28dec2021,.0921632
29dec2021,.1081114
30dec2021,.0945351
31dec2021,.120569
01jan2022,.1152178
02jan2022,.1440872
03jan2022,.0785117
04jan2022,.1015
05jan2022,.1053569
06jan2022,.1418515
07jan2022,.1202549
