Date,Close,first diff
2020-12-02,366.7900085449219,0.77001953125
2020-12-03,366.69000244140625,-0.100006103515625
2020-12-04,369.8500061035156,3.160003662109375
2020-12-07,369.0899963378906,-0.760009765625
2020-12-08,370.1700134277344,1.08001708984375
2020-12-09,366.8500061035156,-3.32000732421875
2020-12-10,366.7300109863281,-0.1199951171875
2020-12-11,366.29998779296875,-0.430023193359375
2020-12-14,364.6600036621094,-1.639984130859375
2020-12-15,369.5899963378906,4.92999267578125
2020-12-16,370.1700134277344,0.58001708984375
2020-12-17,372.239990234375,2.069976806640625
2020-12-18,369.17999267578125,-3.05999755859375
2020-12-21,367.8599853515625,-1.32000732421875
2020-12-22,367.239990234375,-0.6199951171875
2020-12-23,367.57000732421875,0.33001708984375
2020-12-24,369.0,1.42999267578125
2020-12-28,372.1700134277344,3.170013427734375
2020-12-29,371.4599914550781,-0.71002197265625
2020-12-30,371.989990234375,0.529998779296875
2020-12-31,373.8800048828125,1.8900146484375
2021-01-04,368.7900085449219,-5.089996337890625
2021-01-05,371.3299865722656,2.53997802734375
2021-01-06,373.54998779296875,2.220001220703125
2021-01-07,379.1000061035156,5.550018310546875
2021-01-08,381.260009765625,2.160003662109375
2021-01-11,378.69000244140625,-2.57000732421875
2021-01-12,378.7699890136719,0.079986572265625
2021-01-13,379.7900085449219,1.02001953125
2021-01-14,378.4599914550781,-1.33001708984375
2021-01-15,375.70001220703125,-2.759979248046875
2021-01-19,378.6499938964844,2.949981689453125
2021-01-20,383.8900146484375,5.240020751953125
2021-01-21,384.239990234375,0.3499755859375
2021-01-22,382.8800048828125,-1.3599853515625
2021-01-25,384.3900146484375,1.510009765625
2021-01-26,383.7900085449219,-0.600006103515625
2021-01-27,374.4100036621094,-9.3800048828125
2021-01-28,377.6300048828125,3.220001220703125
2021-01-29,370.07000732421875,-7.55999755859375
2021-02-01,376.2300109863281,6.160003662109375
2021-02-02,381.54998779296875,5.319976806640625
2021-02-03,381.8500061035156,0.300018310546875
2021-02-04,386.19000244140625,4.339996337890625
2021-02-05,387.7099914550781,1.519989013671875
2021-02-08,390.510009765625,2.800018310546875
2021-02-09,390.25,-0.260009765625
2021-02-10,390.0799865722656,-0.170013427734375
2021-02-11,390.7099914550781,0.6300048828125
2021-02-12,392.6400146484375,1.930023193359375
2021-02-16,392.29998779296875,-0.34002685546875
2021-02-17,392.3900146484375,0.09002685546875
2021-02-18,390.7200012207031,-1.670013427734375
2021-02-19,390.0299987792969,-0.69000244140625
2021-02-22,387.0299987792969,-3.0
2021-02-23,387.5,0.470001220703125
2021-02-24,391.7699890136719,4.269989013671875
2021-02-25,382.3299865722656,-9.44000244140625
2021-02-26,380.3599853515625,-1.970001220703125
2021-03-01,389.5799865722656,9.220001220703125
2021-03-02,386.5400085449219,-3.03997802734375
2021-03-03,381.4200134277344,-5.1199951171875
2021-03-04,376.70001220703125,-4.720001220703125
2021-03-05,383.6300048828125,6.92999267578125
2021-03-08,381.7200012207031,-1.910003662109375
2021-03-09,387.1700134277344,5.45001220703125
2021-03-10,389.5799865722656,2.40997314453125
2021-03-11,393.5299987792969,3.95001220703125
2021-03-12,394.05999755859375,0.529998779296875
2021-03-15,396.4100036621094,2.350006103515625
2021-03-16,395.9100036621094,-0.5
2021-03-17,397.260009765625,1.350006103515625
2021-03-18,391.4800109863281,-5.779998779296875
2021-03-19,389.4800109863281,-2.0
2021-03-22,392.5899963378906,3.1099853515625
2021-03-23,389.5,-3.089996337890625
2021-03-24,387.5199890136719,-1.980010986328125
