,sp_chn,date,pol_chn
4,-0.0063337058225061416,2021-12-31,0.27162559449351376
5,0.002633135970525613,2021-12-30,-0.12597376409888317
6,0.002998704676765662,2021-12-29,0.17304303670011456
7,-0.0013999407476643633,2021-12-28,-0.23080479762172024
8,0.001011208958809684,2021-12-27,-0.10547090223599254
9,-0.01365005353576032,2021-12-23,-0.09682016147390304
10,-0.006185209245438195,2021-12-22,-0.004126548828996879
11,-0.010077588703221285,2021-12-21,0.30981694603086574
12,-0.017467408581635868,2021-12-20,-0.4506016996352791
